Date,Crypto_Return_Today,exp_value
2017-03-11,0.01037487255943333,
2017-03-12,0.014672882209014132,
2017-03-13,0.08063749609375695,
2017-03-14,-0.02883172547625228,
2017-03-15,0.02778287945221373,
2017-03-16,0.021419224034406128,
2017-03-17,-0.04297578971966515,
2017-03-18,-0.01820705140120121,
2017-03-19,-2.2778528526067686e-05,
2017-03-20,0.020750276516655418,
2017-03-21,-0.006748984371906601,
2017-03-22,-0.012837368322015388,
2017-03-23,0.012207284411705164,
2017-03-24,0.02752804771719716,
2017-03-25,-0.0006999077243657157,
2017-03-26,-0.0013314306148372581,
2017-03-27,0.0021838652912503417,
2017-03-28,0.02091169152573073,
2017-03-29,0.010453643185747475,
2017-03-30,0.5130887652584537,
2017-03-31,-0.05140334539288405,
2017-04-01,0.03403822328682163,
2017-04-02,0.12084995560378245,
2017-04-03,0.041226903530446064,
2017-04-04,0.020835967636695624,
2017-04-05,0.2965209455861941,
2017-04-06,-0.08158046755500822,
2017-04-07,-0.0870094350181378,
2017-04-08,0.0602886789151663,
2017-04-09,-0.12694720068383575,
2017-04-10,0.02223016063768543,
2017-04-11,-0.006505886969877712,
2017-04-12,0.19994250854382384,
2017-04-13,-0.05881991661259736,
2017-04-14,0.025253641021100157,
2017-04-15,0.04282300872792454,
2017-04-16,-0.002851728335381123,
2017-04-17,-0.01656767515365088,
2017-04-18,-0.009527986495160297,
2017-04-19,-0.06568790939853095,
2017-04-20,0.07015011530791224,
2017-04-21,0.08707455790503592,
2017-04-22,0.1560839338476975,
2017-04-23,0.06473799999800083,
2017-04-24,0.06926497266989916,
2017-04-25,0.015508009589131903,
2017-04-26,-0.02381163177034127,
2017-04-27,-0.015041588190604516,
2017-04-28,-0.017391334554545123,
2017-04-29,0.0893187637406857,
2017-04-30,0.00015916484218883145,
2017-05-01,0.013255162741791438,
2017-05-02,-0.0017411363600540334,
2017-05-03,0.28179082416660883,
2017-05-04,0.10582324050537865,
2017-05-05,0.11253537964619732,
2017-05-06,0.06200427051344157,
2017-05-07,0.07147875923024863,
2017-05-08,-0.047680884041685696,
2017-05-09,0.14795252518865473,
2017-05-10,-0.040949526878111805,
2017-05-11,-0.06122330592661611,
2017-05-12,-0.1192239052402183,
2017-05-13,0.060345146596690366,
2017-05-14,-0.006795138652261035,
2017-05-15,-0.1302692232258307,
2017-05-16,-0.08264800529249224,
2017-05-17,0.08894421919229012,
2017-05-18,0.11942502832988713,
2017-05-19,-0.021063699944014514,
2017-05-20,-0.006352884856976076,
2017-05-21,-0.04381966031170668,
2017-05-22,-0.029523224911282137,
2017-05-23,0.23829017014323955,
2017-05-24,0.07007585329416886,
2017-05-25,-0.14219525506188932,
2017-05-26,-0.24446477839182695,
2017-05-27,0.014094942126799771,
2017-05-28,0.008841378512938146,
2017-05-29,0.03583938450747152,
2017-05-30,-0.047598048531326445,
2017-05-31,0.04050065945979729,
2017-06-01,0.1279553403373547,
2017-06-02,0.0016389312505181537,
2017-06-03,-0.04852334057497522,
2017-06-04,0.010397774785997344,
2017-06-05,0.09350589595987832,
2017-06-06,-0.009437813296497106,
2017-06-07,-0.07377415928331489,
2017-06-08,0.06250543341707854,
2017-06-09,-0.016893952706016166,
2017-06-10,0.025188363082988045,
2017-06-11,0.0852845481476009,
2017-06-12,-0.11895920699851543,
2017-06-13,0.03829552487356878,
2017-06-14,-0.016872715513453374,
2017-06-15,0.00015552802426692792,
2017-06-16,0.1647069886206547,
2017-06-17,0.27518235873941843,
2017-06-18,-0.029966801942762054,
2017-06-19,0.08626357532451624,
2017-06-20,-0.06542844546249636,
2017-06-21,0.010355249303074573,
2017-06-22,-0.000123676656932182,
2017-06-23,-0.008672452551513516,
2017-06-24,-0.06007794971493759,
2017-06-25,-0.012810191517562346,
2017-06-26,-0.06824857724302079,
2017-06-27,-0.014443291455773397,
2017-06-28,0.04861973940789078,
2017-06-29,-0.042077667732972744,
2017-06-30,-0.01692228719166247,
2017-07-01,-0.0356721625875115,
2017-07-02,0.06506279902757703,
2017-07-03,0.11266721622358299,
2017-07-04,0.17259715358633543,
2017-07-05,-0.038363884023432944,
2017-07-06,-0.03959654602961052,
2017-07-07,-0.09273921736491238,
2017-07-08,0.11146008226128369,
2017-07-09,-0.05461597706701385,
2017-07-10,-0.06910331287512346,
2017-07-11,-0.020597886493513736,
2017-07-12,0.0743967680307105,
2017-07-13,-0.05041718080680825,
2017-07-14,-0.07981856608966005,
2017-07-15,-0.0950534922521721,
2017-07-16,0.04991140515334815,
2017-07-17,0.03531296209862371,
2017-07-18,0.038644782440324474,
2017-07-19,-0.08179485463292462,
2017-07-20,0.0945277119895259,
2017-07-21,0.015292348934919299,
2017-07-22,0.01701091948985354,
2017-07-23,-0.0567462245627212,
2017-07-24,0.005552973764879339,
2017-07-25,-0.05170643262249671,
2017-07-26,-0.0013795933882239254,
2017-07-27,-0.005051268943040662,
2017-07-28,-0.03867644002088851,
2017-07-29,0.013630001389578757,
2017-07-30,-0.018687798890142954,
2017-07-31,0.06437690593468261,
2017-08-01,0.0003951423519136293,
2017-08-02,-0.02212824317787436,
2017-08-03,0.015719632804758726,
2017-08-04,0.012883604248528028,
2017-08-05,0.07470406882136453,
2017-08-06,-0.037895528109122785,
2017-08-07,0.013715096317649991,
2017-08-08,0.0578559491389077,
2017-08-09,-0.011900904452982971,
2017-08-10,-0.03278160851882384,
2017-08-11,0.014855204462957355,
2017-08-12,-0.013193806120203112,
2017-08-13,-0.016365059886865523,
2017-08-14,-0.0006066929481054839,
2017-08-15,-0.056276068286064185,
2017-08-16,0.01780835694644151,
2017-08-17,-0.005998158731216456,
2017-08-18,0.07426638577744855,
2017-08-19,-0.03402956118964573,
2017-08-20,0.018662772527830107,
2017-08-21,0.037107804910200846,
2017-08-22,-0.024690961912693443,
2017-08-23,0.13092678224226126,
2017-08-24,-0.05124510175199925,
2017-08-25,0.019823249629587442,
2017-08-26,0.011345387473941796,
2017-08-27,0.16599095816524861,
2017-08-28,0.016038310039596944,
2017-08-29,0.012303278186872891,
2017-08-30,0.015793504034716195,
2017-08-31,0.10210366817827315,
2017-09-01,0.19415776890019987,
2017-09-02,-0.08261206618068646,
2017-09-03,-0.02742893648770309,
2017-09-04,-0.16277168650864537,
2017-09-05,0.08857746738984507,
2017-09-06,0.10988616793240748,
2017-09-07,-0.01760186174798928,
2017-09-08,-0.14601163805157424,
2017-09-09,-0.018069576529665957,
2017-09-10,-0.06578145573490525,
2017-09-11,0.06884107222332582,
2017-09-12,-0.030738343365048392,
2017-09-13,-0.04112389352207266,
2017-09-14,-0.3936095902926799,
2017-09-15,0.14547902756114445,
2017-09-16,0.0025915278350567713,
2017-09-17,0.005372187140242009,
2017-09-18,0.13465423796248094,
2017-09-19,-0.052506157516400274,
2017-09-20,-0.01935576051690403,
2017-09-21,-0.10302847909503786,
2017-09-22,0.03034975340830283,
2017-09-23,0.022879228810043437,
2017-09-24,-0.03369421110684424,
2017-09-25,0.07988522298670164,
2017-09-26,-0.0027336142992873654,
2017-09-27,0.087334016540496,
2017-09-28,-0.03857321380465072,
2017-09-29,-0.02785274363963036,
2017-09-30,0.04669912957636115,
2017-10-01,-0.010811593683871731,
2017-10-02,-0.0216997168404796,
2017-10-03,-0.01968662351242646,
2017-10-04,-0.017067688602571407,
2017-10-05,0.005202196323991873,
2017-10-06,0.009331500341510972,
2017-10-07,0.00852740984068899,
2017-10-08,0.012289537803960597,
2017-10-09,-0.05654964853454025,
2017-10-10,0.011160807345040522,
2017-10-11,0.00264069403548671,
2017-10-12,0.16653472245240575,
2017-10-13,-0.018720163118523633,
2017-10-14,0.07371611852114718,
2017-10-15,0.020693014335184865,
2017-10-16,-0.016824022691917274,
2017-10-17,-0.08372362448619776,
2017-10-18,0.019015262057485303,
2017-10-19,-0.0179514848252439,
2017-10-20,0.008669936287350492,
2017-10-21,-0.03547879359541592,
2017-10-22,-0.025444599168341485,
2017-10-23,-0.0331390930866632,
2017-10-24,0.018097786307544023,
2017-10-25,0.009650974774358577,
2017-10-26,-0.013022631259019679,
2017-10-27,-0.006138422142154251,
2017-10-28,-0.012543959016297151,
2017-10-29,0.04360473530709038,
2017-10-30,-0.007943106872311248,
2017-10-31,-0.01089746369718441,
2017-11-01,-0.04701312100199732,
2017-11-02,0.021757804716234397,
2017-11-03,0.02895118725801602,
2017-11-04,-0.02119030543230689,
2017-11-05,-0.0050887483454278735,
2017-11-06,0.007540951647739064,
2017-11-07,0.10859199251634409,
2017-11-08,0.023610897447658024,
2017-11-09,0.028088116446038505,
2017-11-10,-0.08373938171913531,
2017-11-11,0.0485807929526593,
2017-11-12,-0.054480099597556314,
2017-11-13,0.036840144308493604,
2017-11-14,0.016677998699111924,
2017-11-15,0.016562950687875687,
2017-11-16,0.10763162437952797,
2017-11-17,-0.04173125947898885,
2017-11-18,0.03267011489004806,
2017-11-19,0.029447662647177606,
2017-11-20,0.011691126592107906,
2017-11-21,-0.030496317517856128,
2017-11-22,0.024081428957789783,
2017-11-23,0.017194798195967212,
2017-11-24,0.06390095432622259,
2017-11-25,0.131039355626846,
2017-11-26,-0.03445830783151237,
2017-11-27,0.06439680297267841,
2017-11-28,0.04591613689405965,
2017-11-29,-0.11513192882521418,
2017-11-30,0.0238760144352782,
2017-12-01,0.11778061784812566,
2017-12-02,0.013477382544035152,
2017-12-03,0.010602813468059441,
2017-12-04,0.02762388031436273,
2017-12-05,-0.018193377752473504,
2017-12-06,-0.020964131289262666,
2017-12-07,-0.017064502090449143,
2017-12-08,0.2387711157504076,
2017-12-09,0.19703360205816026,
2017-12-10,-0.04580026755134416,
2017-12-11,0.36797020751367776,
2017-12-12,0.39747265728194964,
2017-12-13,-0.04130280696242139,
2017-12-14,-0.07538112027164857,
2017-12-15,0.06480477103528554,
2017-12-16,-0.0012201748696736912,
2017-12-17,0.054598300096338474,
2017-12-18,0.11642732394647842,
2017-12-19,-0.025014793296076827,
2017-12-20,-0.1054323497262418,
2017-12-21,0.008865441367861658,
2017-12-22,-0.18652317003377145,
2017-12-23,0.06818018844753075,
2017-12-24,-0.053022303969649555,
2017-12-25,-0.014899867463788142,
2017-12-26,0.04788516238636727,
2017-12-27,-0.05160748723990375,
2017-12-28,-0.08508437099756903,
2017-12-29,-0.01956285818522814,
2017-12-30,-0.11271051839908287,
2017-12-31,0.06736888154164453,
2018-01-01,-0.01143056201356642,
2018-01-02,0.11026397098312204,
2018-01-03,-0.04122624758166742,
2018-01-04,-0.016864128270523242,
2018-01-05,0.033602654182758915,
2018-01-06,0.17135958831984122,
2018-01-07,-0.026013334293451734,
2018-01-08,-0.117753947729026,
2018-01-09,-0.03017912989437344,
2018-01-10,0.00980774585413709,
2018-01-11,-0.09221150420840771,
2018-01-12,0.03029956935240715,
2018-01-13,0.0900107887404794,
2018-01-14,-0.08780330991756896,
2018-01-15,-0.01921077902898652,
2018-01-16,-0.2120517236973814,
2018-01-17,-0.01926990049178987,
2018-01-18,0.031009421787733405,
2018-01-19,0.009225500654393714,
2018-01-20,0.08213871567743297,
2018-01-21,-0.10373382273020454,
2018-01-22,-0.06339971850634615,
2018-01-23,-0.013806958646444226,
2018-01-24,0.008716261385968465,
2018-01-25,-0.00713588138506724,
2018-01-26,-0.017305050048186433,
2018-01-27,0.023634391030331024,
2018-01-28,0.06634174269950112,
2018-01-29,-0.06441503100081485,
2018-01-30,-0.09333580821309692,
2018-01-31,-0.011836590713644197,
2018-02-01,-0.14000916079165007,
2018-02-02,-0.08169070877108671,
2018-02-03,0.1984813719972258,
2018-02-04,-0.08017107681560098,
2018-02-05,-0.17116217103998466,
2018-02-06,0.11450058632048644,
2018-02-07,-0.030491998277630945,
2018-02-08,0.07738346718832156,
2018-02-09,0.09072784106151041,
2018-02-10,-0.049495994975908224,
2018-02-11,-0.04207171909043749,
2018-02-12,0.07358527919174766,
2018-02-13,-0.013824014938597298,
2018-02-14,0.29043709810731977,
2018-02-15,0.059770193083092824,
2018-02-16,0.020298104370284117,
2018-02-17,-0.00016124280804737776,
2018-02-18,-0.06623451602046942,
2018-02-19,0.03486100581282739,
2018-02-20,0.0428369000401297,
2018-02-21,-0.07924916118299398,
2018-02-22,-0.085967631350752,
2018-02-23,0.07495918172423952,
2018-02-24,-0.005784900472350945,
2018-02-25,0.05761182547334882,
2018-02-26,-0.005308046120601725,
2018-02-27,-0.02332253864387875,
2018-02-28,-0.06849364912220603,
2018-03-01,0.03212431493468041,
2018-03-02,0.014219282120960415,
2018-03-03,-0.015053924117509195,
2018-03-04,0.016805629229196897,
2018-03-05,-0.012073160732084056,
2018-03-06,-0.0683711276399493,
2018-03-07,-0.05743937840079481,
2018-03-08,-0.0507384813556908,
2018-03-09,0.058793367584945244,
2018-03-10,-0.05676611362225884,
2018-03-11,0.06241740700651813,
2018-03-12,-0.058734444393926805,
2018-03-13,-0.010272361474782048,
2018-03-14,-0.08809447168364018,
2018-03-15,0.02010643909099698,
2018-03-16,0.0038332402803365247,
2018-03-17,-0.07684899247375036,
2018-03-18,0.010025833381844158,
2018-03-19,0.03580096698698413,
2018-03-20,0.0441801549603373,
2018-03-21,-0.002982822335691157,
2018-03-22,-0.03039395238372326,
2018-03-23,0.025679681318065976,
2018-03-24,-0.054272608475919144,
2018-03-25,0.007650194879822442,
2018-03-26,-0.07077611003581445,
2018-03-27,-0.09265590164752165,
2018-03-28,-0.02801450603854623,
2018-03-29,-0.14009667391222527,
2018-03-30,0.032513285485472256,
2018-03-31,-0.01725909388820746,
2018-04-01,-0.014500925410587872,
2018-04-02,0.034700746158178176,
2018-04-03,0.11794943009900583,
2018-04-04,-0.12298294222955412,
2018-04-05,0.007769459193771389,
2018-04-06,-0.048809132687490986,
2018-04-07,0.027247265862372857,
2018-04-08,0.011796900944766051,
2018-04-09,-0.023998774571119732,
2018-04-10,-0.008279753734828503,
2018-04-11,0.034417352401388324,
2018-04-12,0.08924984691397538,
2018-04-13,-0.0307924938130617,
2018-04-14,0.008508386353518154,
2018-04-15,0.041565384897592296,
2018-04-16,-0.027915401665928877,
2018-04-17,0.03224571759534307,
2018-04-18,0.0559670469815783,
2018-04-19,0.04372408939276166,
2018-04-20,0.05985135921895715,
2018-04-21,-0.04433142608853734,
2018-04-22,-0.012417975218946647,
2018-04-23,0.037338254331836254,
2018-04-24,0.08301141715110881,
2018-04-25,-0.13136775914523746,
2018-04-26,0.060210258776408974,
2018-04-27,-0.05037996458501555,
2018-04-28,0.043988064700151874,
2018-04-29,0.009588187531263885,
2018-04-30,-0.03422768634773547,
2018-05-01,0.0009703297630713473,
2018-05-02,0.02087915066945154,
2018-05-03,0.06129882204771657,
2018-05-04,0.05054271533608305,
2018-05-05,0.05440035800898795,
2018-05-06,-0.03557047160514963,
2018-05-07,-0.04088048889151744,
2018-05-08,-0.03213742768630914,
2018-05-09,-0.016181207327983966,
2018-05-10,-0.04744553160756795,
2018-05-11,-0.08609387316120136,
2018-05-12,0.033140644416277606,
2018-05-13,0.01948476210367054,
2018-05-14,0.0211407802508953,
2018-05-15,-0.05296191412955409,
2018-05-16,-0.002739075751419655,
2018-05-17,-0.04984662660290234,
2018-05-18,0.024952921311432345,
2018-05-19,-0.004755074702036216,
2018-05-20,0.03219534608842146,
2018-05-21,-0.037465175541491,
2018-05-22,-0.04248060041411662,
2018-05-23,-0.07656421461786438,
2018-05-24,0.02827224042494819,
2018-05-25,-0.02576162210996316,
2018-05-26,-0.009031005269196096,
2018-05-27,-0.004329898596804226,
2018-05-28,-0.055188105878416355,
2018-05-29,0.06678019477312995,
2018-05-30,-0.016931930245303033,
2018-05-31,0.006423322023673452,
2018-06-01,0.015861282678298776,
2018-06-02,0.02861976853161017,
2018-06-03,0.017806980598846323,
2018-06-04,-0.04331722097941718,
2018-06-05,0.014942455901259755,
2018-06-06,-0.00580080561182652,
2018-06-07,0.0007167888219331747,
2018-06-08,-0.011854436963365841,
2018-06-09,-0.019904078208200122,
2018-06-10,-0.09372587096767575,
2018-06-11,0.009109771887728624,
2018-06-12,-0.06415882795682103,
2018-06-13,-0.0690297598327478,
2018-06-14,0.07341636267715795,
2018-06-15,-0.04489325458621461,
2018-06-16,0.01028673537192238,
2018-06-17,-0.016665293481477304,
2018-06-18,0.03130388296589455,
2018-06-19,0.0011175800267591452,
2018-06-20,-0.009777179250064206,
2018-06-21,-0.009811894504537776,
2018-06-22,-0.13055982214145875,
2018-06-23,-0.02969034493974928,
2018-06-24,-0.023998749782235745,
2018-06-25,0.01808676804721804,
2018-06-26,-0.06239031261034473,
2018-06-27,0.047317146877135736,
2018-06-28,-0.0732657797498424,
2018-06-29,0.05158137614967828,
2018-06-30,0.03028412021664316,
2018-07-01,-0.015593824228809804,
2018-07-02,0.060304131074549766,
2018-07-03,-0.0033609102792152047,
2018-07-04,0.003764124196143651,
2018-07-05,-0.022350972837656313,
2018-07-06,-0.005492398187166844,
2018-07-07,0.032992351210105325,
2018-07-08,-0.04585570079042831,
2018-07-09,-0.02064312045868493,
2018-07-10,-0.059926447163832886,
2018-07-11,0.03320078994948553,
2018-07-12,-0.022980014109323058,
2018-07-13,-0.00453338424502201,
2018-07-14,-0.003264899424939147,
2018-07-15,0.028713792635424354,
2018-07-16,0.06894946059142623,
2018-07-17,0.0632532502864635,
2018-07-18,-0.03235203849651746,
2018-07-19,-0.002656044758623656,
2018-07-20,-0.04636663244274597,
2018-07-21,0.021608926364711088,
2018-07-22,-0.013239976591556034,
2018-07-23,-0.00963763428682195,
2018-07-24,0.07682176097441197,
2018-07-25,-0.02715976276566205,
2018-07-26,-0.026421271870963513,
2018-07-27,0.008723297894751389,
2018-07-28,-0.010857598633098126,
2018-07-29,0.0003568347920926915,
2018-07-30,-0.015617917368639933,
2018-07-31,-0.03679176037787967,
2018-08-01,-0.032043938713450744,
2018-08-02,-0.020480020857847416,
2018-08-03,0.016039314350463955,
2018-08-04,-0.056097221225273025,
2018-08-05,0.016359309814205428,
2018-08-06,-0.015754639417832773,
2018-08-07,-0.08209791570603359,
2018-08-08,-0.08688609558387954,
2018-08-09,0.023848591611881746,
2018-08-10,-0.07429913007302948,
2018-08-11,-0.0191525530265887,
2018-08-12,0.018897050926688495,
2018-08-13,-0.04531773381468702,
2018-08-14,-0.04384546364438153,
2018-08-15,-0.0032716880346193946,
2018-08-16,0.015030616293078879,
2018-08-17,0.10596690486554113,
2018-08-18,-0.0720838962076776,
2018-08-19,0.01244007718204303,
2018-08-20,-0.06994879337676917,
2018-08-21,0.046840376586856594,
2018-08-22,-0.023943408854623708,
2018-08-23,0.041690646320646826,
2018-08-24,0.005636445410949384,
2018-08-25,-0.0002710399020588509,
2018-08-26,-0.012436755000808918,
2018-08-27,0.05091084748604369,
2018-08-28,0.04541775236941428,
2018-08-29,-0.02022564815313941,
2018-08-30,-0.023762389316856376,
2018-08-31,0.024565546221189536,
2018-09-01,0.06599940411833038,
2018-09-02,-0.0050960034026962895,
2018-09-03,-0.006774845283550431,
2018-09-04,0.035935656142061324,
2018-09-05,-0.1466507165596063,
2018-09-06,-0.014417328072357013,
2018-09-07,-0.020159244273448357,
2018-09-08,-0.05271529854355997,
2018-09-09,0.03049246927397915,
2018-09-10,-0.007261669931552167,
2018-09-11,-0.04187610362734621,
2018-09-12,-0.014078655470577418,
2018-09-13,0.04987138491836619,
2018-09-14,0.03468843745635064,
2018-09-15,0.006655515627751227,
2018-09-16,0.00689891188477952,
2018-09-17,-0.08181951796960228,
2018-09-18,0.03390457655701787,
2018-09-19,0.005851270470755453,
2018-09-20,0.04075255514362134,
2018-09-21,0.06708757067309346,
2018-09-22,-0.006235045694580786,
2018-09-23,0.01342105969093427,
2018-09-24,-0.05651059187569685,
2018-09-25,-0.008366339699080017,
2018-09-26,-0.0009351671846826595,
2018-09-27,0.09189268129769813,
2018-09-28,-0.020412257631104325,
2018-09-29,-0.0005939456777157392,
2018-09-30,-0.007875144967773976,
2018-10-01,-0.014682043568246095,
2018-10-02,-0.009929573961789923,
2018-10-03,-0.035850841123399674,
2018-10-04,0.013091601192614105,
2018-10-05,0.007424603584466805,
2018-10-06,-0.017676997207441664,
2018-10-07,0.0038830738232172013,
2018-10-08,0.02007475120943575,
2018-10-09,-0.01239199170146465,
2018-10-10,-0.011698796873336184,
2018-10-11,-0.123652115734084,
2018-10-12,0.051283782830612336,
2018-10-13,-8.042742865102195e-05,
2018-10-14,-0.02501251924066578,
2018-10-15,0.050561223890676486,
2018-10-16,-0.016452229182825743,
2018-10-17,-0.01098429823340136,
2018-10-18,-0.022402217944859384,
2018-10-19,0.008862225466215604,
2018-10-20,0.005558593769963417,
2018-10-21,-0.009758411131131045,
